Review,Number of Reviews,Price,Tax,Star,Rating
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Excellent,257,169,15,3,8.6
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Excellent,257,169,15,3,8.6
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Very Good,107,109,13,3,8.4
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,196,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
Excellent,134,149,16,0,8.9
Very Good,730,189,22,3,8.3
Excellent,214,144,28,2,8.6
Good,283,76,9,3,7.5
Very Good,162,139,18,3,8.3
Good,229,119,18,2,7.9
Good,204,132,16,0,7.6
Good,1,72,8,3,7.7
Good,247,124,16,3,7.3
Good,528,139,18,2,7.8
Very Good,152,227,34,3,8.2
Excellent,116,139,18,2,8.9
Very Good,135,99,7,2,8
Wonderful,95,180,22,3,9
Excellent,186,184,21,3,8.7
Excellent,195,134,25,3,8.9
Very Good,225,129,13,3,8.3
Good,38,104,12,2,7.3
Excellent,181,179,18,3,8.6
Very Good,141,84,14,2,8.4
Very Good,88,212,21,2,8.5
Wonderful,33,130,17,0,9.3
Very Good,558,109,14,2,8.4
Good,241,139,15,2,7.6
Very Good,31,159,17,3,8.3
